unit_id,donation_date,expiry_date,transfusion_date,blood_group,hospital_name,hospital_department,inventory_level,daily_units_demanded,status,wastage_reason,days_in_storage,inventory_risk,shortage_flag,year,month
BBU007183,2025-12-20,2026-01-31,2026-01-04,O+,University of Port Harcourt Teaching Hospital,Emergency,33,21,Transfused,\N,15,Low,No,2025,December
BBU007184,2024-08-02,2024-09-13,2024-08-10,O+,University College Hospital Ibadan,Surgery,68,22,Transfused,\N,8,Low,No,2024,August
BBU007185,2025-04-11,2025-05-23,\N,B+,Lagos University Teaching Hospital,ICU,18,18,Available,\N,10,Medium,No,2025,April
BBU007186,2025-01-29,2025-03-12,2025-02-07,O+,National Hospital Abuja,Trauma,29,15,Transfused,\N,9,Medium,No,2025,January
BBU007187,2025-10-10,2025-11-21,2025-10-23,O+,National Hospital Abuja,Surgery,23,22,Transfused,\N,13,Medium,No,2025,October
BBU007188,2025-04-14,2025-05-26,2025-04-19,O+,National Hospital Abuja,Surgery,44,12,Transfused,\N,5,Low,No,2025,April
BBU007189,2025-04-16,2025-05-28,2025-05-02,AB-,Lagos University Teaching Hospital,ICU,14,17,Transfused,\N,16,Medium,Yes,2025,April
BBU007190,2023-10-13,2023-11-24,2023-10-15,O+,University College Hospital Ibadan,ICU,39,25,Transfused,\N,2,Low,No,2023,October
BBU007191,2025-07-05,2025-08-16,2025-07-22,B+,Aminu Kano Teaching Hospital,Pediatrics,8,9,Transfused,\N,17,High,Yes,2025,July
BBU007192,2023-11-12,2023-12-24,2023-11-20,O+,Lagos University Teaching Hospital,Surgery,68,25,Transfused,\N,8,Low,No,2023,November
BBU007193,2023-02-02,2023-03-16,2023-02-16,A+,Aminu Kano Teaching Hospital,Emergency,16,8,Transfused,\N,14,Medium,No,2023,February
BBU007194,2023-05-09,2023-06-20,2023-05-16,O+,Lagos University Teaching Hospital,Oncology,43,28,Transfused,\N,7,Low,No,2023,May
BBU007195,2023-02-25,2023-04-08,2023-03-06,A+,Federal Medical Centre Owerri,Pediatrics,12,10,Transfused,\N,9,Medium,No,2023,February
BBU007196,2023-01-09,2023-02-20,\N,B+,National Hospital Abuja,ICU,12,12,Available,\N,14,Medium,No,2023,January
BBU007197,2023-07-04,2023-08-15,2023-07-18,O+,National Hospital Abuja,Trauma,47,27,Transfused,\N,14,Low,No,2023,July
BBU007198,2023-07-12,2023-08-23,\N,A+,University College Hospital Ibadan,Obstetrics,28,11,Available,\N,3,Medium,No,2023,July
BBU007199,2024-12-11,2025-01-22,2025-01-01,A+,National Hospital Abuja,Emergency,41,12,Transfused,\N,21,Low,No,2024,December
BBU007200,2023-05-07,2023-06-18,\N,O+,Lagos University Teaching Hospital,ICU,43,16,Expired,Low Demand,42,Low,No,2023,May
BBU007201,2024-06-07,2024-07-19,2024-06-16,A+,University of Port Harcourt Teaching Hospital,Pediatrics,27,6,Transfused,\N,9,Medium,No,2024,June
BBU007202,2024-05-17,2024-06-28,2024-05-20,O-,National Hospital Abuja,Trauma,9,13,Transfused,\N,3,High,Yes,2024,May
BBU007203,2025-06-24,2025-08-05,\N,AB-,University of Port Harcourt Teaching Hospital,Emergency,44,9,Expired,Shelf Life Exceeded,42,Low,No,2025,June
BBU007204,2025-02-07,2025-03-21,2025-02-12,O+,Federal Medical Centre Owerri,Pediatrics,36,23,Transfused,\N,5,Low,No,2025,February
BBU007205,2023-07-18,2023-08-29,2023-07-31,O+,University College Hospital Ibadan,ICU,63,22,Transfused,\N,13,Low,No,2023,July
BBU007206,2025-08-15,2025-09-26,\N,A+,Lagos University Teaching Hospital,ICU,45,5,Available,\N,20,Low,No,2025,August
BBU007207,2025-07-31,2025-09-11,2025-08-14,O+,National Hospital Abuja,Trauma,27,14,Transfused,\N,14,Medium,No,2025,July
BBU007208,2025-12-10,2026-01-21,2025-12-18,O+,University of Port Harcourt Teaching Hospital,Surgery,60,24,Transfused,\N,8,Low,No,2025,December
BBU007209,2024-09-07,2024-10-19,2024-09-18,O+,National Hospital Abuja,Emergency,74,24,Transfused,\N,11,Low,No,2024,September
BBU007210,2024-03-15,2024-04-26,2024-03-23,O+,National Hospital Abuja,Emergency,47,22,Transfused,\N,8,Low,No,2024,March
BBU007211,2023-09-10,2023-10-22,2023-09-15,O+,Lagos University Teaching Hospital,Oncology,55,19,Transfused,\N,5,Low,No,2023,September
BBU007212,2024-10-22,2024-12-03,2024-11-02,B+,Aminu Kano Teaching Hospital,Surgery,46,12,Transfused,\N,11,Low,No,2024,October
BBU007213,2025-07-31,2025-09-11,2025-08-07,O+,National Hospital Abuja,Surgery,45,12,Transfused,\N,7,Low,No,2025,July
BBU007214,2025-08-17,2025-09-28,2025-08-22,O+,Lagos University Teaching Hospital,Obstetrics,23,17,Transfused,\N,5,Medium,No,2025,August
BBU007215,2025-09-06,2025-10-18,2025-09-11,B+,University College Hospital Ibadan,Surgery,38,17,Transfused,\N,5,Low,No,2025,September
BBU007216,2024-06-27,2024-08-08,2024-07-11,O+,Lagos University Teaching Hospital,Surgery,35,12,Transfused,\N,14,Low,No,2024,June
BBU007217,2023-07-25,2023-09-05,2023-08-02,A+,University College Hospital Ibadan,Trauma,44,7,Transfused,\N,8,Low,No,2023,July
BBU007218,2023-02-22,2023-04-05,\N,B+,Federal Medical Centre Owerri,ICU,46,10,Expired,Storage Temperature Excursion,42,Low,No,2023,February
BBU007219,2025-09-28,2025-11-09,2025-10-07,A+,University of Port Harcourt Teaching Hospital,ICU,23,8,Transfused,\N,9,Medium,No,2025,September
BBU007220,2023-10-22,2023-12-03,2023-11-09,A+,University College Hospital Ibadan,ICU,46,16,Transfused,\N,18,Low,No,2023,October
BBU007221,2024-03-11,2024-04-22,2024-04-01,A+,Federal Medical Centre Owerri,Oncology,16,8,Transfused,\N,21,Medium,No,2024,March
BBU007222,2025-04-09,2025-05-21,2025-04-13,B+,Aminu Kano Teaching Hospital,Surgery,26,9,Transfused,\N,4,Medium,No,2025,April
BBU007223,2024-01-17,2024-02-28,2024-02-08,AB+,University College Hospital Ibadan,Pediatrics,50,3,Transfused,\N,22,Low,No,2024,January
BBU007224,2024-05-06,2024-06-17,2024-05-21,A+,National Hospital Abuja,ICU,18,18,Transfused,\N,15,Medium,No,2024,May
BBU007225,2025-07-31,2025-09-11,2025-08-06,O+,Lagos University Teaching Hospital,Obstetrics,44,17,Transfused,\N,6,Low,No,2025,July
BBU007226,2023-12-05,2024-01-16,2023-12-10,O+,University College Hospital Ibadan,Surgery,48,27,Transfused,\N,5,Low,No,2023,December
BBU007227,2023-11-23,2024-01-04,2023-12-13,A+,Aminu Kano Teaching Hospital,Oncology,22,16,Transfused,\N,20,Medium,No,2023,November
BBU007228,2024-11-23,2025-01-04,2024-11-27,B+,University College Hospital Ibadan,Emergency,49,7,Transfused,\N,4,Low,No,2024,November
BBU007229,2023-10-07,2023-11-18,\N,O+,University College Hospital Ibadan,ICU,35,17,Available,\N,1,Low,No,2023,October
BBU007230,2023-07-12,2023-08-23,2023-07-15,O+,Lagos University Teaching Hospital,ICU,36,12,Transfused,\N,3,Low,No,2023,July
BBU007231,2025-05-16,2025-06-27,2025-05-26,A+,National Hospital Abuja,Pediatrics,47,8,Transfused,\N,10,Low,No,2025,May
BBU007232,2023-12-25,2024-02-05,2024-01-06,B+,University College Hospital Ibadan,Surgery,41,9,Transfused,\N,12,Low,No,2023,December
BBU007233,2023-10-11,2023-11-22,2023-10-15,O-,Lagos University Teaching Hospital,Surgery,3,12,Transfused,\N,4,High,Yes,2023,October
BBU007234,2023-05-25,2023-07-06,2023-06-13,A+,University of Port Harcourt Teaching Hospital,ICU,46,14,Transfused,\N,19,Low,No,2023,May
BBU007235,2023-11-02,2023-12-14,2023-11-26,A+,National Hospital Abuja,Emergency,46,5,Transfused,\N,24,Low,No,2023,November
BBU007236,2025-09-16,2025-10-28,2025-10-01,O+,University of Port Harcourt Teaching Hospital,ICU,41,22,Transfused,\N,15,Low,No,2025,September
BBU007237,2023-06-22,2023-08-03,2023-07-03,A+,National Hospital Abuja,Surgery,29,18,Transfused,\N,11,Medium,No,2023,June
BBU007238,2024-12-01,2025-01-12,\N,O+,National Hospital Abuja,Obstetrics,28,24,Available,\N,3,Medium,No,2024,December
BBU007239,2025-06-25,2025-08-06,2025-07-16,A+,National Hospital Abuja,Emergency,28,11,Transfused,\N,21,Medium,No,2025,June
BBU007240,2023-05-23,2023-07-04,2023-06-11,AB+,Lagos University Teaching Hospital,Emergency,27,6,Transfused,\N,19,Medium,No,2023,May
BBU007241,2023-09-12,2023-10-24,2023-10-07,B+,University of Port Harcourt Teaching Hospital,Trauma,9,5,Transfused,\N,25,High,No,2023,September
BBU007242,2025-03-16,2025-04-27,2025-03-21,O+,National Hospital Abuja,Hematology,70,21,Transfused,\N,5,Low,No,2025,March
BBU007243,2024-03-13,2024-04-24,\N,O+,Lagos University Teaching Hospital,Pediatrics,63,16,Expired,Low Demand,42,Low,No,2024,March
BBU007244,2025-06-04,2025-07-16,\N,A+,Lagos University Teaching Hospital,Emergency,48,16,Available,\N,9,Low,No,2025,June
BBU007245,2023-09-20,2023-11-01,2023-09-29,O+,National Hospital Abuja,Trauma,51,26,Transfused,\N,9,Low,No,2023,September
BBU007246,2025-08-14,2025-09-25,2025-08-19,A+,Lagos University Teaching Hospital,Emergency,21,8,Transfused,\N,5,Medium,No,2025,August
BBU007247,2025-04-28,2025-06-09,\N,B+,Aminu Kano Teaching Hospital,Surgery,40,16,Available,\N,2,Low,No,2025,April
BBU007248,2025-03-26,2025-05-07,2025-04-08,O+,National Hospital Abuja,Hematology,45,21,Transfused,\N,13,Low,No,2025,March
BBU007249,2025-09-06,2025-10-18,2025-09-08,O+,University of Port Harcourt Teaching Hospital,Obstetrics,21,26,Transfused,\N,2,Medium,Yes,2025,September
BBU007250,2024-02-29,2024-04-11,2024-03-02,O+,Lagos University Teaching Hospital,Trauma,55,23,Transfused,\N,2,Low,No,2024,February
BBU007251,2024-05-02,2024-06-13,2024-05-09,O+,University College Hospital Ibadan,Emergency,44,13,Transfused,\N,7,Low,No,2024,May
BBU007252,2024-10-03,2024-11-14,2024-10-22,A+,University College Hospital Ibadan,Obstetrics,18,14,Transfused,\N,19,Medium,No,2024,October
BBU007253,2024-09-15,2024-10-27,2024-09-18,O+,Aminu Kano Teaching Hospital,Oncology,28,21,Transfused,\N,3,Medium,No,2024,September
BBU007254,2023-03-18,2023-04-29,2023-04-01,O+,National Hospital Abuja,Emergency,60,27,Transfused,\N,14,Low,No,2023,March
BBU007255,2024-09-01,2024-10-13,2024-09-19,A+,Lagos University Teaching Hospital,Emergency,11,7,Transfused,\N,18,Medium,No,2024,September
BBU007256,2024-07-07,2024-08-18,2024-07-30,B+,Lagos University Teaching Hospital,Pediatrics,9,15,Transfused,\N,23,High,Yes,2024,July
BBU007257,2025-06-08,2025-07-20,2025-06-22,B+,Federal Medical Centre Owerri,Obstetrics,38,17,Transfused,\N,14,Low,No,2025,June
BBU007258,2025-11-02,2025-12-14,2025-11-11,O+,University of Port Harcourt Teaching Hospital,Emergency,30,25,Transfused,\N,9,Medium,No,2025,November
BBU007259,2025-05-10,2025-06-21,2025-05-31,A+,National Hospital Abuja,ICU,16,10,Transfused,\N,21,Medium,No,2025,May
BBU007260,2023-01-05,2023-02-16,2023-01-13,A+,University College Hospital Ibadan,ICU,35,18,Transfused,\N,8,Low,No,2023,January
BBU007261,2023-01-29,2023-03-12,2023-02-23,B+,University College Hospital Ibadan,Hematology,10,8,Transfused,\N,25,High,No,2023,January
BBU007262,2025-04-09,2025-05-21,2025-04-21,O+,University College Hospital Ibadan,Emergency,32,28,Transfused,\N,12,Low,No,2025,April
BBU007263,2024-12-31,2025-02-11,2025-01-15,A+,Lagos University Teaching Hospital,Surgery,48,18,Transfused,\N,15,Low,No,2024,December
BBU007264,2024-06-21,2024-08-02,\N,B+,University of Port Harcourt Teaching Hospital,Emergency,34,16,Available,\N,4,Low,No,2024,June
BBU007265,2024-08-02,2024-09-13,2024-08-13,A+,University College Hospital Ibadan,Pediatrics,44,12,Transfused,\N,11,Low,No,2024,August
BBU007266,2024-10-07,2024-11-18,2024-10-30,A+,University College Hospital Ibadan,Emergency,46,12,Transfused,\N,23,Low,No,2024,October
BBU007267,2024-03-03,2024-04-14,2024-03-12,A+,University College Hospital Ibadan,Trauma,14,13,Transfused,\N,9,Medium,No,2024,March
BBU007268,2025-09-19,2025-10-31,\N,A+,University of Port Harcourt Teaching Hospital,Obstetrics,44,18,Available,\N,34,Low,No,2025,September
BBU007269,2024-07-22,2024-09-02,2024-07-27,A+,National Hospital Abuja,Surgery,46,17,Transfused,\N,5,Low,No,2024,July
BBU007270,2024-06-11,2024-07-23,2024-06-19,O+,University of Port Harcourt Teaching Hospital,Hematology,58,28,Transfused,\N,8,Low,No,2024,June
BBU007271,2023-03-12,2023-04-23,2023-03-27,O+,Federal Medical Centre Owerri,Surgery,57,22,Transfused,\N,15,Low,No,2023,March
BBU007272,2024-10-04,2024-11-15,2024-10-15,O+,Federal Medical Centre Owerri,Emergency,20,21,Transfused,\N,11,Medium,Yes,2024,October
BBU007273,2024-03-01,2024-04-12,2024-03-15,O+,Federal Medical Centre Owerri,Trauma,29,25,Transfused,\N,14,Medium,No,2024,March
BBU007274,2025-06-12,2025-07-24,\N,A+,Lagos University Teaching Hospital,Emergency,26,8,Expired,Low Demand,42,Medium,No,2025,June
BBU007275,2023-09-27,2023-11-08,2023-10-08,A-,Lagos University Teaching Hospital,ICU,22,14,Transfused,\N,11,Medium,No,2023,September
BBU007276,2025-02-19,2025-04-02,\N,B+,Federal Medical Centre Owerri,ICU,14,7,Available,\N,6,Medium,No,2025,February
BBU007277,2023-11-18,2023-12-30,2023-12-18,AB+,National Hospital Abuja,Pediatrics,60,6,Transfused,\N,30,Low,No,2023,November
BBU007278,2025-12-28,2026-02-08,2026-01-21,A+,University College Hospital Ibadan,ICU,49,6,Transfused,\N,24,Low,No,2025,December
BBU007279,2023-08-02,2023-09-13,2023-08-12,O+,Lagos University Teaching Hospital,Emergency,41,21,Transfused,\N,10,Low,No,2023,August
BBU007280,2024-11-26,2025-01-07,2024-11-29,B+,Lagos University Teaching Hospital,Obstetrics,22,9,Transfused,\N,3,Medium,No,2024,November
BBU007281,2023-01-09,2023-02-20,2023-02-02,B+,Lagos University Teaching Hospital,Trauma,12,7,Transfused,\N,24,Medium,No,2023,January
BBU007282,2025-07-11,2025-08-22,\N,A+,Lagos University Teaching Hospital,Emergency,35,16,Expired,Damaged During Handling,42,Low,No,2025,July
BBU007283,2023-12-01,2024-01-12,2023-12-16,O+,Federal Medical Centre Owerri,Hematology,28,18,Transfused,\N,15,Medium,No,2023,December
BBU007284,2025-12-23,2026-02-03,2026-01-04,A-,Federal Medical Centre Owerri,Obstetrics,27,12,Transfused,\N,12,Medium,No,2025,December
BBU007285,2023-12-20,2024-01-31,2024-01-02,B+,University College Hospital Ibadan,Obstetrics,48,7,Transfused,\N,13,Low,No,2023,December
BBU007286,2025-03-25,2025-05-06,\N,AB+,Federal Medical Centre Owerri,ICU,60,5,Available,\N,32,Low,No,2025,March
BBU007287,2025-10-03,2025-11-14,\N,B+,Lagos University Teaching Hospital,Trauma,12,18,Expired,Contamination Detected,42,Medium,Yes,2025,October
BBU007288,2025-10-23,2025-12-04,2025-10-30,A+,Federal Medical Centre Owerri,Surgery,41,7,Transfused,\N,7,Low,No,2025,October
BBU007289,2024-02-24,2024-04-06,2024-03-18,A+,Lagos University Teaching Hospital,ICU,36,13,Transfused,\N,23,Low,No,2024,February
BBU007290,2025-09-16,2025-10-28,\N,O+,Lagos University Teaching Hospital,ICU,23,22,Available,\N,34,Medium,No,2025,September
BBU007291,2024-08-17,2024-09-28,\N,A-,University of Port Harcourt Teaching Hospital,ICU,12,11,Available,\N,33,Medium,No,2024,August
BBU007292,2023-04-12,2023-05-24,2023-04-25,O+,Lagos University Teaching Hospital,Pediatrics,44,14,Transfused,\N,13,Low,No,2023,April
BBU007293,2024-02-14,2024-03-27,2024-02-25,O+,University College Hospital Ibadan,ICU,64,20,Transfused,\N,11,Low,No,2024,February
BBU007294,2025-01-27,2025-03-10,\N,A+,Lagos University Teaching Hospital,Surgery,33,9,Available,\N,29,Low,No,2025,January
BBU007295,2024-07-09,2024-08-20,2024-07-23,O+,National Hospital Abuja,Emergency,45,12,Transfused,\N,14,Low,No,2024,July
BBU007296,2024-10-26,2024-12-07,\N,O+,National Hospital Abuja,Emergency,52,25,Available,\N,28,Low,No,2024,October
BBU007297,2024-07-05,2024-08-16,2024-07-10,O+,University College Hospital Ibadan,Obstetrics,56,24,Transfused,\N,5,Low,No,2024,July
BBU007298,2024-05-09,2024-06-20,2024-05-31,A+,National Hospital Abuja,Surgery,8,18,Transfused,\N,22,High,Yes,2024,May
BBU007299,2025-06-29,2025-08-10,\N,A+,University College Hospital Ibadan,Emergency,17,8,Available,\N,25,Medium,No,2025,June
BBU007300,2023-09-02,2023-10-14,2023-10-01,AB+,Lagos University Teaching Hospital,Obstetrics,18,8,Transfused,\N,29,Medium,No,2023,September
BBU007301,2023-05-02,2023-06-13,\N,B+,Lagos University Teaching Hospital,Surgery,44,7,Available,\N,26,Low,No,2023,May
BBU007302,2023-06-21,2023-08-02,2023-06-25,O+,Lagos University Teaching Hospital,Obstetrics,44,24,Transfused,\N,4,Low,No,2023,June
BBU007303,2023-01-16,2023-02-27,2023-01-23,O+,University College Hospital Ibadan,Trauma,26,25,Transfused,\N,7,Medium,No,2023,January
BBU007304,2024-12-30,2025-02-10,\N,AB+,University College Hospital Ibadan,Emergency,35,7,Expired,Storage Temperature Excursion,42,Low,No,2024,December
BBU007305,2025-11-03,2025-12-15,2025-11-10,O+,Lagos University Teaching Hospital,Surgery,46,20,Transfused,\N,7,Low,No,2025,November
BBU007306,2025-10-19,2025-11-30,2025-10-27,O+,Lagos University Teaching Hospital,Emergency,62,28,Transfused,\N,8,Low,No,2025,October
BBU007307,2024-10-22,2024-12-03,2024-11-05,A+,National Hospital Abuja,Pediatrics,28,17,Transfused,\N,14,Medium,No,2024,October
BBU007308,2025-10-07,2025-11-18,2025-10-11,O+,Lagos University Teaching Hospital,Surgery,42,15,Transfused,\N,4,Low,No,2025,October
BBU007309,2024-06-05,2024-07-17,\N,A+,National Hospital Abuja,Emergency,38,11,Expired,Inventory Overstock,42,Low,No,2024,June
BBU007310,2023-01-12,2023-02-23,2023-01-27,A+,University College Hospital Ibadan,Emergency,8,5,Transfused,\N,15,High,No,2023,January
BBU007311,2025-12-08,2026-01-19,2025-12-27,A+,University of Port Harcourt Teaching Hospital,ICU,36,10,Transfused,\N,19,Low,No,2025,December
BBU007312,2025-04-29,2025-06-10,\N,O+,National Hospital Abuja,Surgery,71,28,Available,\N,8,Low,No,2025,April
BBU007313,2024-08-19,2024-09-30,2024-08-26,O+,University College Hospital Ibadan,Trauma,63,13,Transfused,\N,7,Low,No,2024,August
BBU007314,2023-05-27,2023-07-08,2023-06-03,O+,Aminu Kano Teaching Hospital,Hematology,46,24,Transfused,\N,7,Low,No,2023,May
BBU007315,2024-06-06,2024-07-18,2024-06-10,O+,Lagos University Teaching Hospital,Obstetrics,40,15,Transfused,\N,4,Low,No,2024,June
BBU007316,2023-12-25,2024-02-05,2024-01-15,AB+,Lagos University Teaching Hospital,Emergency,31,8,Transfused,\N,21,Low,No,2023,December
BBU007317,2024-06-16,2024-07-28,2024-06-27,O+,Federal Medical Centre Owerri,Surgery,24,28,Transfused,\N,11,Medium,Yes,2024,June
BBU007318,2025-08-25,2025-10-06,2025-09-01,A+,University College Hospital Ibadan,Surgery,26,5,Transfused,\N,7,Medium,No,2025,August
BBU007319,2024-02-18,2024-03-31,2024-02-26,O+,Lagos University Teaching Hospital,Pediatrics,32,28,Transfused,\N,8,Low,No,2024,February
BBU007320,2025-12-30,2026-02-10,2026-01-09,O+,National Hospital Abuja,ICU,47,12,Transfused,\N,10,Low,No,2025,December
BBU007321,2024-04-22,2024-06-03,2024-05-07,O+,Federal Medical Centre Owerri,Emergency,73,22,Transfused,\N,15,Low,No,2024,April
BBU007322,2025-08-20,2025-10-01,2025-09-02,O+,Federal Medical Centre Owerri,Surgery,75,13,Transfused,\N,13,Low,No,2025,August
BBU007323,2023-05-11,2023-06-22,2023-05-21,B+,Lagos University Teaching Hospital,ICU,36,5,Transfused,\N,10,Low,No,2023,May
BBU007324,2025-04-16,2025-05-28,\N,B+,Lagos University Teaching Hospital,Obstetrics,20,5,Expired,Contamination Detected,42,Medium,No,2025,April
BBU007325,2024-09-02,2024-10-14,2024-09-11,A+,National Hospital Abuja,Emergency,25,7,Transfused,\N,9,Medium,No,2024,September
BBU007326,2025-11-15,2025-12-27,2025-11-17,O+,University College Hospital Ibadan,ICU,61,25,Transfused,\N,2,Low,No,2025,November
BBU007327,2023-12-22,2024-02-02,2024-01-04,O+,Lagos University Teaching Hospital,Obstetrics,22,22,Transfused,\N,13,Medium,No,2023,December
BBU007328,2023-04-10,2023-05-22,2023-05-15,AB+,National Hospital Abuja,Obstetrics,49,6,Transfused,\N,35,Low,No,2023,April
BBU007329,2025-12-31,2026-02-11,2026-01-22,A+,National Hospital Abuja,Emergency,22,5,Transfused,\N,22,Medium,No,2025,December
BBU007330,2024-07-23,2024-09-03,2024-07-28,O+,Lagos University Teaching Hospital,ICU,67,14,Transfused,\N,5,Low,No,2024,July
BBU007331,2024-07-05,2024-08-16,2024-07-08,B+,Lagos University Teaching Hospital,Hematology,50,14,Transfused,\N,3,Low,No,2024,July
BBU007332,2025-06-06,2025-07-18,2025-06-28,A+,Lagos University Teaching Hospital,ICU,48,6,Transfused,\N,22,Low,No,2025,June
BBU007333,2025-09-01,2025-10-13,2025-10-01,AB+,National Hospital Abuja,Surgery,53,5,Transfused,\N,30,Low,No,2025,September
BBU007334,2025-09-24,2025-11-05,2025-10-05,A+,University of Port Harcourt Teaching Hospital,Surgery,16,18,Transfused,\N,11,Medium,Yes,2025,September
BBU007335,2024-11-20,2025-01-01,2024-11-23,O+,Federal Medical Centre Owerri,Pediatrics,29,20,Transfused,\N,3,Medium,No,2024,November
BBU007336,2024-03-05,2024-04-16,\N,O+,Lagos University Teaching Hospital,Emergency,43,24,Available,\N,39,Low,No,2024,March
BBU007337,2024-07-07,2024-08-18,2024-07-13,O+,Lagos University Teaching Hospital,Obstetrics,53,12,Transfused,\N,6,Low,No,2024,July
BBU007338,2024-10-12,2024-11-23,2024-10-21,A+,University of Port Harcourt Teaching Hospital,Pediatrics,10,12,Transfused,\N,9,High,Yes,2024,October
BBU007339,2024-12-25,2025-02-05,2025-01-08,O+,National Hospital Abuja,Trauma,68,24,Transfused,\N,14,Low,No,2024,December
BBU007340,2025-10-04,2025-11-15,2025-10-06,O+,National Hospital Abuja,Pediatrics,39,28,Transfused,\N,2,Low,No,2025,October
BBU007341,2024-10-21,2024-12-02,2024-11-01,O+,Lagos University Teaching Hospital,Hematology,51,19,Transfused,\N,11,Low,No,2024,October
BBU007342,2024-05-29,2024-07-10,2024-06-05,O+,Lagos University Teaching Hospital,Surgery,63,12,Transfused,\N,7,Low,No,2024,May
BBU007343,2023-04-03,2023-05-15,2023-04-05,O+,Federal Medical Centre Owerri,Surgery,28,25,Transfused,\N,2,Medium,No,2023,April
BBU007344,2023-12-12,2024-01-23,2023-12-23,A+,University College Hospital Ibadan,Surgery,47,9,Transfused,\N,11,Low,No,2023,December
BBU007345,2023-10-29,2023-12-10,2023-11-12,O+,Lagos University Teaching Hospital,Trauma,61,13,Transfused,\N,14,Low,No,2023,October
BBU007346,2024-04-22,2024-06-03,2024-05-11,B+,Aminu Kano Teaching Hospital,Trauma,13,10,Transfused,\N,19,Medium,No,2024,April
BBU007347,2023-10-14,2023-11-25,2023-10-25,A+,University College Hospital Ibadan,Obstetrics,29,13,Transfused,\N,11,Medium,No,2023,October
BBU007348,2023-02-05,2023-03-19,\N,A+,Lagos University Teaching Hospital,Surgery,37,8,Expired,Inventory Overstock,42,Low,No,2023,February
BBU007349,2023-11-11,2023-12-23,2023-11-14,O+,Lagos University Teaching Hospital,ICU,22,19,Transfused,\N,3,Medium,No,2023,November
BBU007350,2025-06-20,2025-08-01,2025-07-08,A+,University College Hospital Ibadan,ICU,50,12,Transfused,\N,18,Low,No,2025,June
BBU007351,2024-08-08,2024-09-19,2024-08-17,O+,Aminu Kano Teaching Hospital,Hematology,54,25,Transfused,\N,9,Low,No,2024,August
BBU007352,2025-01-12,2025-02-23,2025-01-18,A+,Lagos University Teaching Hospital,Hematology,47,10,Transfused,\N,6,Low,No,2025,January
BBU007353,2024-09-24,2024-11-05,2024-10-02,O+,Lagos University Teaching Hospital,Surgery,24,28,Transfused,\N,8,Medium,Yes,2024,September
BBU007354,2024-07-01,2024-08-12,2024-07-14,O+,National Hospital Abuja,ICU,78,28,Transfused,\N,13,Low,No,2024,July
BBU007355,2023-11-22,2024-01-03,2023-12-02,O+,Lagos University Teaching Hospital,Surgery,32,12,Transfused,\N,10,Low,No,2023,November
BBU007356,2025-12-05,2026-01-16,\N,B+,Lagos University Teaching Hospital,ICU,16,18,Expired,Contamination Detected,42,Medium,Yes,2025,December
BBU007357,2024-10-17,2024-11-28,\N,A+,Lagos University Teaching Hospital,Surgery,49,13,Available,\N,25,Low,No,2024,October
BBU007358,2025-11-19,2025-12-31,2025-11-22,O+,Lagos University Teaching Hospital,Hematology,71,20,Transfused,\N,3,Low,No,2025,November
BBU007359,2025-05-10,2025-06-21,\N,O+,Lagos University Teaching Hospital,Trauma,30,19,Available,\N,41,Medium,No,2025,May
BBU007360,2024-03-26,2024-05-07,2024-03-29,B+,National Hospital Abuja,Surgery,18,11,Transfused,\N,3,Medium,No,2024,March
BBU007361,2025-01-08,2025-02-19,2025-02-02,A+,University College Hospital Ibadan,Obstetrics,43,11,Transfused,\N,25,Low,No,2025,January
BBU007362,2024-07-27,2024-09-07,2024-08-12,B+,Aminu Kano Teaching Hospital,Trauma,18,12,Transfused,\N,16,Medium,No,2024,July
BBU007363,2025-09-11,2025-10-23,2025-09-16,O+,University College Hospital Ibadan,ICU,38,28,Transfused,\N,5,Low,No,2025,September
BBU007364,2023-07-22,2023-09-02,2023-07-27,O+,National Hospital Abuja,ICU,74,26,Transfused,\N,5,Low,No,2023,July
BBU007365,2023-01-06,2023-02-17,\N,O+,National Hospital Abuja,Surgery,44,24,Available,\N,11,Low,No,2023,January
BBU007366,2024-03-13,2024-04-24,2024-04-06,B+,University College Hospital Ibadan,Emergency,50,15,Transfused,\N,24,Low,No,2024,March
BBU007367,2023-06-27,2023-08-08,2023-07-11,O+,Lagos University Teaching Hospital,Obstetrics,43,14,Transfused,\N,14,Low,No,2023,June
BBU007368,2025-12-20,2026-01-31,2026-01-09,B+,Lagos University Teaching Hospital,Pediatrics,13,12,Transfused,\N,20,Medium,No,2025,December
BBU007369,2025-10-22,2025-12-03,2025-11-05,O+,University College Hospital Ibadan,Oncology,29,21,Transfused,\N,14,Medium,No,2025,October
BBU007370,2023-10-28,2023-12-09,2023-11-11,B+,Lagos University Teaching Hospital,Obstetrics,32,18,Transfused,\N,14,Low,No,2023,October
BBU007371,2024-11-27,2025-01-08,2024-12-05,O+,National Hospital Abuja,Obstetrics,56,21,Transfused,\N,8,Low,No,2024,November
BBU007372,2023-02-17,2023-03-31,2023-02-21,O+,University of Port Harcourt Teaching Hospital,Oncology,79,25,Transfused,\N,4,Low,No,2023,February
BBU007373,2024-04-27,2024-06-08,2024-05-04,A+,Federal Medical Centre Owerri,Obstetrics,16,12,Transfused,\N,7,Medium,No,2024,April
BBU007374,2024-03-26,2024-05-07,2024-04-01,A+,Lagos University Teaching Hospital,Surgery,49,12,Transfused,\N,6,Low,No,2024,March
